issuer,issue_date,listing_date,issue_price,listing_day_close,listing_day_return,status
Rapid Fleet Management Services Limited,2025-03-21,2025-03-28,192.0,200.9,0.046354166666666696,listed_alive
Active Infrastructures Limited,2025-03-21,2025-03-28,181.0,175.6,-0.02983425414364644,listed_alive
Grand Continent Hotels Limited,2025-03-20,2025-03-27,113.0,107.25,-0.05088495575221239,listed_alive
Divine Hira Jewellers Limited,2025-03-17,2025-03-24,90.0,85.5,-0.05,listed_alive
Balaji Phosphates Limited,2025-02-28,2025-03-07,70.0,74.35,0.06214285714285706,listed_alive
Sammaan Capital Limited,2025-02-27,2026-03-09,,,,listed_alive
HP Telecom India Limited,2025-02-20,2025-02-28,108.0,115.05,0.06527777777777775,listed_alive
Quality Power Electrical Equipments Limited,2025-02-14,2025-02-24,425.0,387.9,-0.08729411764705888,listed_alive
Tejas Cargo India Limited,2025-02-14,2025-02-24,168.0,168.0,0.0,listed_alive
Royal Arc Electrodes Limited,2025-02-14,2025-02-24,120.0,121.3,0.01083333333333331,listed_alive
Hexaware Technologies Limited,2025-02-12,2025-02-19,708.0,762.55,0.07704802259886999,listed_alive
Voler Car Limited,2025-02-12,2025-02-19,90.0,91.45,0.016111111111111142,listed_alive
Maxvolt Energy Industries Limited,2025-02-12,2025-02-19,180.0,180.9,0.005000000000000031,listed_alive
P S Raj Steels Limited,2025-02-12,2025-02-19,140.0,150.6,0.07571428571428568,listed_alive
Ajax Engineering Limited,2025-02-10,2025-02-17,629.0,595.4,-0.053418124006359334,listed_alive
Chandan Healthcare Limited,2025-02-10,2025-02-17,159.0,173.35,0.09025157232704399,listed_alive
Eleganz Interiors Limited,2025-02-07,2025-02-14,130.0,116.05,-0.10730769230769233,listed_alive
Readymix Construction Machinery Limited,2025-02-06,2025-02-13,123.0,116.85,-0.050000000000000044,listed_alive
Ken Enterprises Limited,2025-02-05,2025-02-12,94.0,80.75,-0.14095744680851063,listed_alive
Chamunda Electrical Limited,2025-02-04,2025-02-11,50.0,66.5,0.33,listed_alive
Dr. Agarwal's Health Care Limited,2025-01-29,2025-02-04,402.0,401.65,-0.0008706467661692107,listed_alive
Denta Water and Infra Solutions Limited,2025-01-22,2025-01-29,294.0,341.25,0.16071428571428573,listed_alive
Rexpro Enterprises Limited,2025-01-22,2025-01-29,145.0,111.15,-0.23344827586206893,listed_alive
EMA Partners India Limited,2025-01-17,2025-01-24,124.0,148.7,0.19919354838709669,listed_alive
Stallion India Fluorochemicals Limited,2025-01-16,2025-01-23,90.0,126.0,0.4,listed_alive
Kabra Jewels Limited,2025-01-15,2025-01-22,128.0,255.35,0.994921875,listed_alive
Laxmi Dental Limited,2025-01-13,2025-01-20,428.0,550.55,0.2863317757009345,listed_alive
Sat Kartar Shopping Limited,2025-01-10,2025-01-17,81.0,161.55,0.9944444444444446,listed_alive
Barflex Polyfilms Limited,2025-01-10,2025-01-20,60.0,63.0,0.05,listed_alive
Quadrant Future Tek Limited,2025-01-07,2025-01-14,290.0,444.0,0.5310344827586206,listed_alive
Capital Infra Trust,2025-01-07,2025-01-17,99.0,99.02,0.00020202020202016182,listed_alive
Delta Autocorp Limited,2025-01-07,2025-01-14,130.0,167.25,0.2865384615384615,listed_alive
Standard Glass Lining Technology Limited,2025-01-06,2025-01-13,140.0,163.28,0.1662857142857143,listed_alive
Indo Farm Equipment Limited,2024-12-31,2025-01-07,215.0,273.69,0.2729767441860465,listed_alive
Anya Polytech & Fertilizers Limited,2024-12-26,2025-01-02,14.0,17.95,0.2821428571428571,listed_alive
Unimech Aerospace and Manufacturing Limited,2024-12-23,2024-12-31,785.0,1376.25,0.7531847133757962,listed_alive
Carraro India Limited,2024-12-20,2024-12-30,704.0,636.2,-0.09630681818181812,listed_alive
Senores Pharmaceuticals Limited,2024-12-20,2024-12-30,391.0,557.05,0.42468030690537073,listed_alive
Ventive Hospitality Limited,2024-12-20,2024-12-30,643.0,704.35,0.09541213063763612,listed_alive
Sanathan Textiles Limited,2024-12-19,2024-12-27,321.0,388.35,0.2098130841121496,listed_alive
Mamata Machinery Limited,2024-12-19,2024-12-27,243.0,630.0,1.5925925925925926,listed_alive
Transrail Lighting Limited,2024-12-19,2024-12-27,432.0,553.55,0.2813657407407406,listed_alive
Concord Enviro Systems Limited,2024-12-19,2024-12-27,701.0,827.1,0.179885877318117,listed_alive
DAM Capital Advisors Limited,2024-12-19,2024-12-27,283.0,415.1,0.46678445229681986,listed_alive
NewMalayalam Steel Limited,2024-12-19,2024-12-27,90.0,85.5,-0.05,listed_alive
Identical Brains Studios Limited,2024-12-18,2024-12-26,54.0,99.75,0.8472222222222222,listed_alive
International Gemmological Institute (India) Limited,2024-12-13,2024-12-20,417.0,471.15,0.12985611510791362,listed_alive
Inventurus Knowledge Solutions Limited,2024-12-12,2024-12-19,1329.0,1960.85,0.47543265613243035,listed_alive
Vishal Mega Mart Limited,2024-12-11,2024-12-18,78.0,111.93,0.4350000000000001,listed_alive
One MobiKwik Systems Limited,2024-12-11,2024-12-18,279.0,528.0,0.8924731182795699,listed_alive
Sai Life Sciences Limited,2024-12-11,2024-12-18,549.0,764.65,0.3928051001821493,listed_alive
Supreme Facility Management Limited,2024-12-11,2024-12-18,76.0,71.25,-0.0625,listed_alive
Purple United Sales Limited,2024-12-11,2024-12-18,126.0,208.95,0.6583333333333332,listed_alive
Sammaan Capital Limited,2024-12-09,2026-03-09,,,,listed_alive
Dhanlaxmi Crop Science Limited,2024-12-09,2024-12-16,55.0,109.7,0.9945454545454546,listed_alive
IIFL Home Finance Limited,2024-12-06,2025-12-02,,,,listed_alive
Emerald Tyre Manufacturers Limited,2024-12-05,2024-12-12,95.0,189.5,0.9947368421052631,listed_alive
Suraksha Diagnostic Limited,2024-11-29,2024-12-06,441.0,417.25,-0.053854875283446714,listed_alive
Ganesh Infraworld Limited,2024-11-29,2024-12-06,83.0,165.55,0.9945783132530122,listed_alive
Agarwal Toughened Glass India Limited,2024-11-28,2024-12-05,108.0,141.75,0.3125,listed_alive
Abha Power and Steel Limited,2024-11-27,2024-12-04,75.0,77.8,0.037333333333333295,listed_alive
Apex Ecotech Limited,2024-11-27,2024-12-04,73.0,145.6,0.9945205479452054,listed_alive
Rajputana Biodiesel Limited,2024-11-26,2024-12-03,130.0,259.35,0.9950000000000002,listed_alive
C2C Advanced Systems Limited- Withdrawal Window,2024-11-26,,,,,listed_alive
Enviro Infra Engineers Limited,2024-11-22,2024-11-29,148.0,207.07,0.39912162162162157,listed_alive
C2C Advanced Systems Limited,2024-11-22,2024-12-03,226.0,450.85,0.9949115044247788,listed_alive
Lamosaic India Limited,2024-11-21,2024-11-29,200.0,172.2,-0.13900000000000007,listed_alive
NTPC Green Energy Limited,2024-11-19,2026-07-13,,,,listed_alive
Zinka Logistics Solutions Limited,2024-11-13,2024-11-22,273.0,260.05,-0.04743589743589739,listed_alive
ONYX BIOTEC LIMITED,2024-11-13,2024-11-22,61.0,56.75,-0.06967213114754098,listed_alive
Neelam Linens and Garments (India) Limited,2024-11-08,2024-11-18,24.0,38.05,0.5854166666666666,listed_alive
Niva Bupa Health Insurance Company Limited,2024-11-07,2024-11-14,74.0,74.02,0.0002702702702702165,listed_alive
Swiggy Limited,2024-11-06,2024-11-13,390.0,456.0,0.16923076923076924,listed_alive
ACME Solar Holdings Limited,2024-11-06,2024-11-13,289.0,253.15,-0.12404844290657438,listed_alive
Sagility India Limited,2024-11-05,2024-11-12,30.0,29.32,-0.022666666666666658,listed_alive
Afcons Infrastructure Limited,2024-10-25,2025-10-17,,,,listed_alive
Usha Financial Services Limited,2024-10-24,2024-10-31,168.0,155.85,-0.0723214285714286,listed_alive
Godavari Biorefineries Limited,2024-10-23,2024-10-30,352.0,343.2,-0.025000000000000033,listed_alive
Danish Power Limited,2024-10-22,2024-10-29,380.0,598.5,0.575,listed_alive
OBSC Perfection Limited,2024-10-22,2024-10-29,100.0,115.5,0.155,listed_alive
United Heat Transfer Limited,2024-10-22,2024-10-29,59.0,63.95,0.08389830508474581,listed_alive
Waaree Energies Limited,2024-10-21,2024-10-28,1503.0,2338.9,0.5561543579507652,listed_alive
Deepak Builders & Engineers India Limited,2024-10-21,2024-10-28,203.0,161.95,-0.20221674876847295,listed_alive
Premium Plast Limited,2024-10-21,2024-10-28,49.0,48.9,-0.002040816326530641,listed_alive
Freshara Agro Exports Limited,2024-10-17,2024-10-24,116.0,134.7,0.16120689655172404,listed_alive
Lakshya Powertech Limited,2024-10-16,2024-10-23,180.0,359.1,0.9950000000000001,listed_alive
Hyundai Motor India Limited,2024-10-15,2024-10-22,1960.0,1819.6,-0.07163265306122453,listed_alive
UGRO Capital Limited,2024-10-10,2025-04-28,1000.0,,,listed_alive
Pranik Logistics Limited,2024-10-10,2024-10-17,77.0,82.95,0.07727272727272731,listed_alive
Garuda Construction and Engineering Limited,2024-10-08,2024-10-15,95.0,106.36,0.11957894736842105,listed_alive
Paramount Dye Tec Limited,2024-09-30,2024-10-08,117.0,107.05,-0.08504273504273507,listed_alive
Saj Hotels Limited,2024-09-27,2024-10-07,65.0,52.45,-0.19307692307692303,listed_alive
Hvax Technologies Limited,2024-09-27,2024-10-07,458.0,490.35,0.07063318777292582,listed_alive
Diffusion Engineers Limited,2024-09-26,2024-10-04,168.0,203.17,0.20934523809523803,listed_alive
Sahasra Electronic Solutions Limited,2024-09-26,2024-10-04,283.0,564.55,0.994876325088339,listed_alive
Divyadhan Recycling Industries Limited,2024-09-26,2024-10-04,64.0,88.2,0.37812500000000004,listed_alive
Forge Auto International Limited,2024-09-26,2024-10-04,108.0,109.35,0.012499999999999947,listed_alive
KRN Heat Exchanger and Refrigeration Limited,2024-09-25,2024-10-03,220.0,478.79,1.1763181818181818,listed_alive
Unilex Colours and Chemicals Limited,2024-09-25,2024-10-03,87.0,88.15,0.013218390804597767,listed_alive
Thinking Hats Entertainment Solutions Limited,2024-09-25,2024-10-03,44.0,57.0,0.29545454545454547,listed_alive
Techera Engineering (India) Limited,2024-09-25,2024-10-03,82.0,131.25,0.600609756097561,listed_alive
Manba Finance Limited,2024-09-23,2024-09-30,120.0,152.25,0.26875,listed_alive
Rappid Valves (India) Limited,2024-09-23,2024-09-30,222.0,309.35,0.39346846846846856,listed_alive
WOL 3D India Limited,2024-09-23,2024-09-30,150.0,189.05,0.2603333333333334,listed_alive
Phoenix Overseas Limited,2024-09-20,2024-09-27,64.0,60.8,-0.050000000000000044,listed_alive
S D Retail Limited,2024-09-20,2024-09-27,131.0,150.9,0.15190839694656494,listed_alive
Bikewo Green Tech Limited,2024-09-20,2024-09-27,62.0,47.25,-0.23790322580645162,listed_alive
Avi Ansh Textile Limited,2024-09-20,2024-09-27,62.0,71.15,0.1475806451612904,listed_alive
Kalana Ispat Limited,2024-09-19,2024-09-26,66.0,47.4,-0.28181818181818186,listed_alive
Paramount Speciality Forgings Limited,2024-09-17,2024-09-25,59.0,87.15,0.4771186440677967,listed_alive
Arkade Developers Limited,2024-09-16,2024-09-24,128.0,165.86,0.2957812500000001,listed_alive
Northern Arc Capital Limited,2024-09-16,2026-01-05,,,,listed_alive
Pelatro Limited,2024-09-16,2024-09-24,200.0,288.75,0.44375,listed_alive
Osel Devices Limited,2024-09-16,2024-09-24,160.0,207.95,0.29968749999999994,listed_alive
Western Carriers (India) Limited,2024-09-13,2024-09-24,172.0,159.44,-0.0730232558139535,listed_alive
Deccan Transcon Leasing Limited,2024-09-13,2024-09-24,108.0,110.25,0.020833333333333332,listed_alive
Envirotech Systems Limited,2024-09-13,2024-09-24,56.0,111.7,0.9946428571428572,listed_alive
Excellent Wires and Packaging Limited,2024-09-11,2024-09-19,90.0,82.05,-0.08833333333333336,listed_alive
Innomet Advanced Materials Limited,2024-09-11,2024-09-18,100.0,199.5,0.995,listed_alive
P N Gadgil Jewellers Limited,2024-09-10,2024-09-17,480.0,793.3,0.6527083333333332,listed_alive
SPP Polymer Limited,2024-09-10,2024-09-17,59.0,59.85,0.014406779661016974,listed_alive
Tolins Tyres Limited,2024-09-09,2024-09-16,226.0,239.4,0.059292035398230115,listed_alive
Bajaj Housing Finance Limited,2024-09-09,2024-09-16,70.0,165.0,1.3571428571428572,listed_alive
Kross Limited,2024-09-09,2024-09-16,240.0,259.81,0.08254166666666668,listed_alive
Gajanand International Limited,2024-09-09,2024-09-16,36.0,39.9,0.1083333333333333,listed_alive
Aditya Ultra Steel Limited,2024-09-09,2024-09-16,62.0,66.4,0.07096774193548397,listed_alive
Shubhshree Biofuels Energy Limited,2024-09-09,2024-09-16,119.0,198.45,0.6676470588235294,listed_alive
Sammaan Capital Limited,2024-09-06,2026-03-09,,,,listed_alive
Vision Infra Equipment Solutions Limited,2024-09-06,2024-09-13,163.0,215.25,0.3205521472392638,listed_alive
Shree Tirupati Balajee Agro Trading Company Limited,2024-09-05,2024-09-12,83.0,94.5,0.13855421686746988,listed_alive
My Mudra Fincorp Limited,2024-09-05,2024-09-12,110.0,123.5,0.12272727272727273,listed_alive
Adani Enterprises Limited,2024-09-04,2026-02-10,450.0,1749.7,2.8882222222222222,listed_alive
Namo eWaste Management Limited,2024-09-04,2024-09-11,85.0,169.55,0.9947058823529413,listed_alive
Gala Precision Engineering Limited,2024-09-02,2024-09-09,529.0,757.15,0.4312854442344045,listed_alive
Jeyyam Global Foods Limited,2024-09-02,2024-09-09,61.0,64.05,0.049999999999999954,listed_alive
Baazar Style Retail Limited,2024-08-30,2024-09-06,389.0,400.0,0.028277634961439587,listed_alive
Boss Packaging Solutions Limited,2024-08-30,2024-09-06,66.0,86.6,0.312121212121212,listed_alive
Ecos (India) Mobility & Hospitality Limited,2024-08-28,2024-09-04,334.0,443.15,0.3267964071856287,listed_alive
Aeron Composite Limited,2024-08-28,2024-09-04,125.0,157.5,0.26,listed_alive
Premier Energies Limited,2024-08-27,2024-09-03,450.0,839.9,0.8664444444444444,listed_alive
Vdeal System Limited,2024-08-27,2024-09-03,112.0,178.5,0.59375,listed_alive
Jay Bee Laminations Limited,2024-08-27,2024-09-03,146.0,291.25,0.9948630136986302,listed_alive
Paramatrix Technologies Limited,2024-08-27,2024-09-04,110.0,120.8,0.09818181818181816,listed_alive
Indian Phosphate Limited,2024-08-26,2024-09-03,99.0,178.7,0.8050505050505049,listed_alive
Orient Technologies Limited,2024-08-21,2024-08-28,206.0,302.4,0.46796116504854357,listed_alive
QVC Exports Limited,2024-08-21,2024-08-28,86.0,152.95,0.7784883720930231,listed_alive
Ideal Technoplast Industries Limited,2024-08-21,2024-08-28,121.0,138.7,0.1462809917355371,listed_alive
Interarch Building Products Limited,2024-08-19,2024-08-26,900.0,1195.7,0.3285555555555556,listed_alive
Brace Port Logistics Limited,2024-08-19,2024-08-26,80.0,159.6,0.9949999999999999,listed_alive
Forcas Studio Limited,2024-08-19,2024-08-26,80.0,144.4,0.805,listed_alive
Solve Plastic Products Limited,2024-08-13,2024-08-21,91.0,107.1,0.17692307692307685,listed_alive
Saraswati Saree Depot Limited,2024-08-12,2024-08-20,160.0,203.7,0.27312499999999995,listed_alive
Sunlite Recycling Industries Limited,2024-08-12,2024-08-20,105.0,209.45,0.9947619047619046,listed_alive
Positron Energy Limited,2024-08-12,2024-08-20,250.0,498.75,0.995,listed_alive
Aesthetik Engineers Limited,2024-08-08,2024-08-16,58.0,115.7,0.9948275862068966,listed_alive
Unicommerce eSolutions Limited,2024-08-06,2024-08-13,108.0,210.08,0.9451851851851854,listed_alive
Brainbees Solutions Limited,2024-08-06,2024-08-13,465.0,679.1,0.4604301075268818,listed_alive
Ola Electric Mobility Limited,2024-08-02,2024-08-09,76.0,91.2,0.20000000000000004,listed_alive
Picturepost Studios Limited,2024-08-02,2024-08-09,24.0,31.5,0.3125,listed_alive
Ceigall India Limited,2024-08-01,2024-08-08,401.0,386.75,-0.035536159600997506,listed_alive
Dhariwalcorp Limited,2024-08-01,2024-08-08,106.0,142.5,0.3443396226415094,listed_alive
Utssav CZ Gold Jewels Limited,2024-07-31,2024-08-07,110.0,115.55,0.050454545454545426,listed_alive
Akums Drugs and Pharmaceuticals Limited,2024-07-30,2024-08-06,679.0,796.25,0.17268041237113402,listed_alive
Bulkcorp International Limited,2024-07-30,2024-08-06,105.0,136.5,0.3,listed_alive
Sathlokhar Synergys E&C Global Limited,2024-07-30,2024-08-06,140.0,247.0,0.7642857142857142,listed_alive
Ashapura Logistics Limited,2024-07-30,2024-08-06,144.0,175.75,0.2204861111111111,listed_alive
Rajputana Industries Limited,2024-07-30,2024-08-06,38.0,75.8,0.994736842105263,listed_alive
Esprit Stones Limited,2024-07-26,2024-08-02,87.0,97.8,0.12413793103448273,listed_alive
S A Tech Software India Limited,2024-07-26,2024-08-02,59.0,117.7,0.9949152542372882,listed_alive
Aprameya Engineering Limited,2024-07-25,2024-08-01,58.0,75.6,0.30344827586206885,listed_alive
Trom Industries Limited,2024-07-25,2024-08-01,115.0,229.4,0.9947826086956523,listed_alive
Chetana Education Limited,2024-07-24,2024-07-31,85.0,103.8,0.22117647058823525,listed_alive
Manglam Infra and Engineering Limited,2024-07-24,2024-07-31,56.0,111.7,0.9946428571428572,listed_alive
V L Infraprojects Limited,2024-07-23,2024-07-30,42.0,83.75,0.9940476190476191,listed_alive
SAR Televenture Limited - FPO,2024-07-22,,,,,listed_alive
RNFI Services Limited,2024-07-22,2024-07-29,105.0,189.55,0.8052380952380953,listed_alive
SMC Global Securities Limited,2024-07-19,,,,,listed_alive
Sanstar Limited,2024-07-19,2024-07-26,95.0,115.07,0.21126315789473676,listed_alive
Macobs Technologies Limited,2024-07-16,2024-07-24,75.0,100.8,0.344,listed_alive
Kataria Industries Limited,2024-07-16,2024-07-24,96.0,191.5,0.9947916666666666,listed_alive
Tunwal E-Motors Limited,2024-07-15,2024-07-23,59.0,60.8,0.03050847457627114,listed_alive
Prizor Viztech Limited,2024-07-12,2024-07-22,87.0,173.55,0.9948275862068967,listed_alive
Sati Poly Plast Limited,2024-07-12,2024-07-22,130.0,259.35,0.9950000000000002,listed_alive
Sahaj Solar Limited,2024-07-11,2024-07-19,180.0,359.1,0.9950000000000001,listed_alive
Ganesh Green Bharat Limited,2024-07-05,2024-07-12,190.0,379.05,0.9950000000000001,listed_alive
Effwa Infra & Research Limited,2024-07-05,2024-07-12,82.0,163.55,0.9945121951219513,listed_alive
Ambey Laboratories Limited,2024-07-04,2024-07-11,68.0,89.25,0.3125,listed_alive
Bansal Wire Industries Limited,2024-07-03,2024-07-10,256.0,350.35,0.3685546875000001,listed_alive
Emcure Pharmaceuticals Limited,2024-07-03,2024-07-10,1008.0,1359.15,0.34836309523809533,listed_alive
Nephro Care India Limited,2024-06-28,2024-07-05,90.0,179.55,0.9950000000000001,listed_alive
Vraj Iron and Steel Limited,2024-06-26,2024-07-03,207.0,252.0,0.21739130434782608,listed_alive
Diensten Tech Limited,2024-06-26,2024-07-03,100.0,252.0,1.52,listed_alive
Allied Blenders and Distillers Limited,2024-06-25,2024-07-02,281.0,317.9,0.1313167259786476,listed_alive
Akiko Global Services Limited,2024-06-25,2024-07-02,77.0,93.35,0.21233766233766227,listed_alive
Divine Power Energy Limited,2024-06-25,2024-07-02,40.0,152.3,2.8075,listed_alive
Petro Carbon and Chemicals Limited,2024-06-25,2024-07-02,171.0,315.0,0.8421052631578947,listed_alive
Visaman Global Sales Limited,2024-06-24,2024-07-01,43.0,47.35,0.10116279069767445,listed_alive
Mason Infratech Limited,2024-06-24,2024-07-01,64.0,92.4,0.4437500000000001,listed_alive
Sylvan Plyboard (India) Limited,2024-06-24,2024-07-01,55.0,69.3,0.25999999999999995,listed_alive
Shivalic Power Control Limited,2024-06-24,2024-07-01,100.0,326.55,2.2655000000000003,listed_alive
Stanley Lifestyles Limited,2024-06-21,2024-06-28,369.0,474.75,0.2865853658536585,listed_alive
Medicamen Organics Limited,2024-06-21,2024-06-28,34.0,144.7,3.255882352941176,listed_alive
Winny Immigration and Education Services Limited,2024-06-20,2024-06-27,140.0,252.0,0.8,listed_alive
Akme Fintrade (India) Limited,2024-06-19,2026-07-17,10000.0,,,listed_alive
DEE Development Engineers Limited,2024-06-19,2024-06-26,203.0,335.32,0.6518226600985222,listed_alive
Durlax Top Surface Limited,2024-06-19,2024-06-26,68.0,103.55,0.5227941176470587,listed_alive
Falcon Technoprojects India Limited,2024-06-19,2024-06-26,92.0,88.2,-0.041304347826086926,listed_alive
Gp Eco Solutions India Limited,2024-06-14,2024-06-24,94.0,393.75,3.1888297872340425,listed_alive
Le Travenues Technology Limited,2024-06-10,2024-06-18,93.0,165.72,0.7819354838709678,listed_alive
IIFL Samasta Finance limited,2024-06-03,2026-07-03,10000.0,,,listed_alive
Kronox Lab SciencesLimited,2024-06-03,2024-06-10,136.0,159.32,0.17147058823529407,listed_alive
TBI Corn Limited,2024-05-31,2024-06-07,94.0,207.9,1.2117021276595745,listed_alive
Aimtron Electronics Limited,2024-05-30,2024-06-06,161.0,253.05,0.5717391304347826,listed_alive
Z-Tech (India) Limited,2024-05-29,2024-06-05,110.0,105.0,-0.045454545454545456,listed_alive
Beacon Trusteeship Limited,2024-05-28,2024-06-04,60.0,94.5,0.575,listed_alive
Vilas Transcore Limited,2024-05-27,2024-06-03,147.0,225.75,0.5357142857142857,listed_alive
GSM Foils Limited,2024-05-24,2024-05-31,32.0,33.6,0.050000000000000044,listed_alive
Awfis Space Solutions Limited,2024-05-22,2024-05-30,383.0,421.75,0.10117493472584857,listed_alive
HOAC Foods India Limited,2024-05-16,2024-05-24,48.0,139.65,1.909375,listed_alive
Rulka Electricals Limited,2024-05-16,2024-05-24,235.0,498.75,1.122340425531915,listed_alive
Go Digit General Insurance Limited,2024-05-15,2024-05-23,272.0,306.0,0.125,listed_alive
Quest Laboratories Limited,2024-05-15,2024-05-23,97.0,147.35,0.5190721649484535,listed_alive
Indiabulls Housing Finance Limited,2024-05-13,,,,,listed_alive
Mandeep Auto Industries Limited,2024-05-13,2024-05-21,67.0,65.35,-0.024626865671641875,listed_alive
Veritaas Advertising Limited,2024-05-13,2024-05-21,114.0,261.25,1.2916666666666667,listed_alive
Indian Emulsifiers Limited,2024-05-13,2024-05-22,132.0,451.5,2.4204545454545454,listed_alive
ABS Marine Services Limited,2024-05-10,2024-05-21,147.0,279.3,0.9,listed_alive
Premier Roadlines Limited,2024-05-10,2024-05-17,67.0,91.35,0.3634328358208954,listed_alive
Energy-Mission Machineries (India) Limited,2024-05-09,2024-05-16,60.0,384.25,5.404166666666667,listed_alive
TBO Tek Limited,2024-05-08,2024-05-15,920.0,1406.3,0.528586956521739,listed_alive
Aadhar Housing Finance Limited,2024-05-08,2024-05-15,315.0,329.45,0.045873015873015836,listed_alive
Silkflex Polymers (India) Limited,2024-05-07,2024-05-15,52.0,58.7,0.1288461538461539,listed_alive
Indegene Limited,2024-05-06,2024-05-13,452.0,570.9,0.2630530973451327,listed_alive
Winsol Engineers Limited,2024-05-06,2024-05-14,75.0,383.25,4.11,listed_alive
Refractory Shapes Limited,2024-05-06,2024-05-14,31.0,78.75,1.5403225806451613,listed_alive
Slone Infosystems Limited,2024-05-03,2024-05-10,79.0,112.6,0.42531645569620247,listed_alive
JNK India Limited,2024-04-23,2024-04-30,415.0,694.55,0.6736144578313252,listed_alive
Motilal Oswal Financial Services Limited,2024-04-23,2025-12-17,,,,listed_alive
Vodafone Idea Limited - FPO,2024-04-18,2024-04-25,,,,listed_alive
Grill Splendour Services Limited,2024-04-15,2024-04-23,120.0,127.35,0.06124999999999995,listed_alive
Ramdevbaba Solvent Limited,2024-04-15,2024-04-23,85.0,117.6,0.38352941176470584,listed_alive
Teerth Gopicon Limited,2024-04-08,2024-04-16,111.0,131.25,0.18243243243243243,listed_alive
DCG Cables & Wires Limited,2024-04-08,2024-04-16,100.0,85.5,-0.145,listed_alive
Bharti Hexacom Limited,2024-04-03,2024-04-12,570.0,813.3,0.4268421052631578,listed_alive
K2 Infragen Limited,2024-03-28,2024-04-08,119.0,173.25,0.45588235294117646,listed_alive
Creative Graphics Solutions India Limited,2024-03-28,2024-04-09,85.0,176.25,1.0735294117647058,listed_alive
Aluwind Architectural Limited,2024-03-28,2024-04-09,45.0,47.25,0.05,listed_alive
Yash Optics and Lens Limited,2024-03-27,2024-04-08,81.0,92.7,0.1444444444444445,listed_alive
Radiowalla Network Limited,2024-03-27,2024-04-05,76.0,126.15,0.6598684210526317,listed_alive
TAC Infosec Limited,2024-03-27,2024-04-05,106.0,304.5,1.8726415094339623,listed_alive
SRM Contractors Limited,2024-03-26,2024-04-03,210.0,226.0,0.0761904761904762,listed_alive
Aspire and Innovative Advertising Limited,2024-03-26,2024-04-03,54.0,59.3,0.0981481481481481,listed_alive
Trust Fintech Limited,2024-03-26,2024-04-04,101.0,150.4,0.48910891089108915,listed_alive
Blue Pebble Limited,2024-03-26,2024-04-03,168.0,208.95,0.24374999999999994,listed_alive
Naman In-Store (India) Limited,2024-03-22,2024-04-02,89.0,118.75,0.3342696629213483,listed_alive
Vishwas Agri Seeds Limited,2024-03-21,2024-04-01,86.0,83.6,-0.027906976744186112,listed_alive
Omfurn India Limited - FPO,2024-03-20,2024-03-28,75.0,,,listed_alive
Enfuse Solutions Limited,2024-03-15,2024-03-22,96.0,115.45,0.2026041666666667,listed_alive
Enser Communications Limited,2024-03-15,2024-03-22,70.0,70.1,0.0014285714285713475,listed_alive
Krystal Integrated Services Limited,2024-03-14,2024-03-21,715.0,712.85,-0.003006993006992975,listed_alive
AVP Infracon Limited,2024-03-13,2024-03-20,75.0,75.05,0.0006666666666666288,listed_alive
Popular Vehicles and Services Limited,2024-03-12,2024-03-19,295.0,276.15,-0.06389830508474584,listed_alive
Signoria Creation Limited,2024-03-12,2024-03-19,65.0,137.55,1.1161538461538463,listed_alive
Pratham EPC Projects Limited,2024-03-11,2024-03-18,75.0,118.95,0.5860000000000001,listed_alive
Gopal Snacks Limited,2024-03-06,2024-03-14,401.0,362.7,-0.09551122194513718,listed_alive
Shree Karni Fabcom Limited,2024-03-06,2024-03-14,227.0,273.0,0.2026431718061674,listed_alive
J G Chemicals Limited,2024-03-05,2024-03-13,221.0,184.8,-0.1638009049773755,listed_alive
Indiabulls Housing Finance Limited,2024-03-05,2024-04-09,,965.55,,listed_alive
Sona Machinery Limited,2024-03-05,2024-03-13,143.0,131.25,-0.08216783216783216,listed_alive
R K Swamy Limited,2024-03-04,2024-03-12,288.0,262.6,-0.08819444444444437,listed_alive
V R Infraspace Limited,2024-03-04,2024-03-12,85.0,87.4,0.028235294117647126,listed_alive
Mukka Proteins Limited,2024-02-29,2024-03-07,28.0,42.25,0.5089285714285714,listed_alive
M.V.K. Agro food product limited,2024-02-29,2024-03-07,120.0,82.95,-0.30874999999999997,listed_alive
Bharat Highways InvIT,2024-02-28,2024-03-12,100.0,103.05,0.03049999999999997,listed_alive
Platinum Industries Limited,2024-02-27,2024-03-05,171.0,221.2,0.29356725146198825,listed_alive
Exicom Telesystems Limited,2024-02-27,2024-03-05,142.0,224.95,0.5841549295774647,listed_alive
Purv Flexipack Limited,2024-02-27,2024-03-05,71.0,247.0,2.4788732394366195,listed_alive
Navi Finserv Limited,2024-02-26,2024-03-18,1000.0,1000.0,0.0,listed_alive
Owais Metal and Mineral Processing Limited,2024-02-26,2024-03-04,87.0,262.5,2.0172413793103448,listed_alive
Sadhav Shipping Limited,2024-02-23,2024-03-01,95.0,141.75,0.4921052631578947,listed_alive
GPT Healthcare Limited,2024-02-22,2024-02-29,186.0,200.7,0.07903225806451607,listed_alive
Juniper Hotels Limited,2024-02-21,2024-02-28,360.0,401.5,0.11527777777777778,listed_alive
Deem Roll-Tech Limited,2024-02-20,2024-02-27,129.0,209.7,0.6255813953488372,listed_alive
