issuer,issue_date,listing_date,issue_price,listing_day_close,listing_day_return,status
Zenith Drugs Limited,2024-02-19,2024-02-27,79.0,105.15,0.3310126582278482,listed_alive
Esconet Technologies Limited,2024-02-16,2024-02-23,84.0,275.5,2.2797619047619047,listed_alive
Interiors & More Limited,2024-02-15,2024-02-23,227.0,283.5,0.2488986784140969,listed_alive
Kalahridhaan Trendz Limited,2024-02-15,2024-02-23,10.0,49.5,3.95,listed_alive
Thaai Casting Limited,2024-02-15,2024-02-23,77.0,195.15,1.5344155844155845,listed_alive
Atmastco Limited,2024-02-15,2024-02-23,77.0,95.55,0.24090909090909088,listed_alive
Vibhor Steel Tubes Limited,2024-02-13,2024-02-20,151.0,446.25,1.955298013245033,listed_alive
Wise Travel India Limited,2024-02-12,2024-02-19,147.0,204.75,0.39285714285714285,listed_alive
Entero Healthcare Solutions Limited,2024-02-09,2024-02-16,1258.0,1149.55,-0.08620826709062007,listed_alive
UGRO Capital Limited,2024-02-08,2025-04-28,1000.0,,,listed_alive
Polysil Irrigation Systems Limited,2024-02-08,2024-02-16,54.0,54.25,0.004629629629629629,listed_alive
Alpex Solar Limited,2024-02-08,2024-02-15,115.0,345.45,2.003913043478261,listed_alive
Capital Small Finance Bank Limited,2024-02-07,2024-02-14,468.0,435.0,-0.07051282051282051,listed_alive
Jana Small Finance Bank Limited,2024-02-07,2024-02-14,414.0,368.15,-0.11074879227053146,listed_alive
Rashi Peripherals Limited,2024-02-07,2024-02-14,311.0,321.5,0.03376205787781351,listed_alive
Apeejay Surrendra Park Hotels Limited,2024-02-05,2024-02-12,155.0,203.55,0.31322580645161296,listed_alive
Italian Edibles Limited,2024-02-02,2024-02-12,68.0,57.75,-0.15073529411764705,listed_alive
BLS E- Services Limited,2024-01-30,2024-02-06,135.0,366.0,1.711111111111111,listed_alive
Baweja Studios Limited,2024-01-29,2024-02-06,180.0,173.85,-0.0341666666666667,listed_alive
Megatherm Induction Limited,2024-01-29,2024-02-05,108.0,207.9,0.925,listed_alive
Delaplex Limited,2024-01-25,2024-02-02,192.0,324.45,0.68984375,listed_alive
Docmode Health Technologies Limited,2024-01-25,2024-02-02,79.0,180.75,1.2879746835443038,listed_alive
Fonebox Retail Limited,2024-01-25,2024-02-02,70.0,210.0,2.0,listed_alive
Nova Agritech Limited,2024-01-23,2024-01-31,41.0,57.75,0.40853658536585363,listed_alive
Cholamandalam Investment and Finance Company Limited,2024-01-19,2026-07-01,,,,listed_alive
EPACK Durable Limited,2024-01-19,2024-01-30,230.0,207.6,-0.09739130434782611,listed_alive
Konstelec Engineers Limited,2024-01-19,2024-01-30,70.0,220.5,2.15,listed_alive
Addictive Learning Technology Limited,2024-01-19,2024-01-30,140.0,294.5,1.1035714285714286,listed_alive
Medi Assist Healthcare Services Limited,2024-01-15,2024-01-23,418.0,464.1,0.11028708133971298,listed_alive
Maxposure Limited,2024-01-15,2024-01-23,33.0,137.75,3.1742424242424243,listed_alive
Australian Premium Solar (India) Limited,2024-01-11,2024-01-18,54.0,147.0,1.7222222222222223,listed_alive
Jyoti CNC Automation Limited,2024-01-09,2024-01-16,331.0,434.2,0.3117824773413897,listed_alive
IBL Finance Limited,2024-01-09,2024-01-16,51.0,58.8,0.1529411764705882,listed_alive
Kaushalya Logistics Limited,2023-12-29,2024-01-08,75.0,105.0,0.4,listed_alive
Kay Cee Energy & Infra Limited,2023-12-28,2024-01-05,54.0,239.4,3.4333333333333336,listed_alive
Akanksha Power and Infrastructure Limited,2023-12-27,2024-01-03,55.0,65.1,0.18363636363636354,listed_alive
HRH Next Services Limited,2023-12-27,2024-01-03,36.0,43.05,0.19583333333333325,listed_alive
Innova Captab Limited,2023-12-21,2023-12-29,448.0,541.4,0.2084821428571428,listed_alive
Supreme Power Equipment Limited,2023-12-21,2023-12-29,65.0,102.9,0.5830769230769232,listed_alive
Sameera Agro and Infra Limited,2023-12-21,2024-01-01,180.0,171.0,-0.05,listed_alive
Trident Techlabs Limited,2023-12-21,2023-12-29,35.0,103.05,1.9442857142857142,listed_alive
Indifra Limited,2023-12-21,2023-12-29,65.0,68.4,0.052307692307692395,listed_alive
Azad Engineering Limited,2023-12-20,2023-12-28,524.0,677.5,0.2929389312977099,listed_alive
Credo Brands Marketing Limited,2023-12-19,2023-12-27,280.0,312.2,0.11499999999999996,listed_alive
Happy Forging Limited,2023-12-19,2023-12-27,850.0,1030.8,0.21270588235294113,listed_alive
RBZ Jewellers Limited,2023-12-19,2023-12-27,100.0,105.0,0.05,listed_alive
Electro Force (India) Limited,2023-12-19,2023-12-27,93.0,105.0,0.12903225806451613,listed_alive
Motisons Jewellers Limited,2023-12-18,2023-12-26,55.0,103.55,0.8827272727272727,listed_alive
Suraj Estate Developers Limited,2023-12-18,2023-12-26,360.0,334.5,-0.07083333333333333,listed_alive
Muthoot Microfin Limited,2023-12-18,2023-12-26,291.0,266.15,-0.0853951890034365,listed_alive
INOX India Limited,2023-12-14,2023-12-21,660.0,939.95,0.42416666666666675,listed_alive
Shree OSFM E-Mobility Limited,2023-12-14,2023-12-21,65.0,68.25,0.05,listed_alive
India Shelter Finance Corporation Limited,2023-12-13,2023-12-20,493.0,544.7,0.1048681541582151,listed_alive
DOMS Industries Limited,2023-12-13,2023-12-20,790.0,1326.05,0.6785443037974683,listed_alive
S J Logistics (India) Limited,2023-12-12,2023-12-19,125.0,183.75,0.47,listed_alive
Presstonic Engineering Limited,2023-12-11,2023-12-18,72.0,147.0,1.0416666666666667,listed_alive
Accent Microcell Limited,2023-12-08,2023-12-15,140.0,315.0,1.25,listed_alive
Indiabulls Housing Finance Limited,2023-12-07,2024-04-09,,965.55,,listed_alive
IIFL Samasta Finance Limited,2023-12-04,2026-07-03,10000.0,,,listed_alive
Sheetal Universal Limited,2023-12-04,2023-12-11,70.0,75.4,0.07714285714285722,listed_alive
Marinetrans India Limited,2023-11-30,2023-12-08,26.0,31.0,0.19230769230769232,listed_alive
Graphisads Limited,2023-11-30,2023-12-13,111.0,105.95,-0.04549549549549547,listed_alive
Net Avenue Technologies Limited,2023-11-30,2023-12-08,18.0,39.9,1.2166666666666666,listed_alive
Cholamandalam Investment and Finance Company Limited,2023-11-28,2026-07-01,,,,listed_alive
Gandhar Oil Refinery (India) Limited,2023-11-22,2023-11-30,169.0,301.4,0.7834319526627218,listed_alive
Flair Writing Industries Limited,2023-11-22,2023-12-01,304.0,450.9,0.48322368421052625,listed_alive
Tata Technologies Limited,2023-11-22,2023-11-30,500.0,1313.0,1.626,listed_alive
Fedbank Financial Services Limited,2023-11-22,2023-11-30,140.0,140.25,0.0017857142857142857,listed_alive
Rockingdeals Circular Economy Limited,2023-11-22,2025-11-28,80.0,,,listed_alive
Indian Renewable Energy Development Agency Limited,2023-11-21,2026-06-29,,,,listed_alive
ASK Automotive Limited,2023-11-07,2023-11-15,282.0,310.1,0.09964539007092206,listed_alive
Sunrest Lifescience Limited,2023-11-07,2023-11-20,84.0,79.8,-0.05000000000000003,listed_alive
ROX Hi-Tech Limited,2023-11-07,2023-11-16,83.0,141.75,0.7078313253012049,listed_alive
Protean eGov Technologies Limited,2023-11-06,2025-02-06,1381.0,1469.7,0.06422881969587259,listed_alive
ESAF Small Finance Bank Limited,2023-11-03,2026-06-30,,,,listed_alive
Baba Food Processing (India) Limited,2023-11-03,2023-11-15,76.0,72.2,-0.04999999999999996,listed_alive
Micropro Software Solutions Limited,2023-11-03,2023-11-10,81.0,76.0,-0.06172839506172839,listed_alive
SAR Televenture Limited,2023-11-01,2023-11-08,55.0,110.25,1.0045454545454546,listed_alive
Honasa Consumer Limited,2023-10-31,2023-11-07,324.0,337.1,0.04043209876543217,listed_alive
Cello World Limited,2023-10-30,2023-11-06,648.0,791.7,0.22175925925925932,listed_alive
Transteel Seating Technologies Limited,2023-10-30,2023-11-06,70.0,93.3,0.3328571428571428,listed_alive
Maitreya Medicare Limited,2023-10-27,2023-11-07,82.0,154.45,0.8835365853658536,listed_alive
Shanthala FMCG Products Limited,2023-10-27,2023-11-03,91.0,103.55,0.1379120879120879,listed_alive
Paragon Fine and Speciality Chemical Limited,2023-10-26,2023-11-03,100.0,213.75,1.1375,listed_alive
Blue Jet Healthcare Limited,2023-10-25,2023-11-01,346.0,413.4,0.1947976878612716,listed_alive
On Door Concepts Limited,2023-10-23,2023-11-01,208.0,203.4,-0.02211538461538459,listed_alive
Indiabulls Housing Finance Limited,2023-10-20,2024-04-09,,965.55,,listed_alive
Piramal Enterprises Limited,2023-10-19,2025-05-12,,,,listed_alive
IRM ENERGY LIMITED,2023-10-18,2023-10-26,505.0,473.15,-0.06306930693069311,listed_alive
Rajgor Castor Derivatives Limited,2023-10-17,2023-10-31,50.0,61.1,0.22200000000000003,listed_alive
Womancart Limited,2023-10-16,2023-10-27,86.0,122.85,0.4284883720930232,listed_alive
Arvind and Company Shipping Agencies Limited,2023-10-12,2023-10-25,45.0,80.05,0.7788888888888889,listed_alive
Committed Cargo Care Limited,2023-10-06,2023-10-18,77.0,86.1,0.11818181818181811,listed_alive
Plaza Wires Limited,2023-09-29,2023-10-12,54.0,80.2,0.4851851851851852,listed_alive
Karnika Industries Limited,2023-09-29,2023-10-12,76.0,82.6,0.08684210526315782,listed_alive
Plada Infotech Services Limited,2023-09-29,2023-10-13,48.0,56.05,0.16770833333333326,listed_alive
Sharp Chucks and Machines Limited,2023-09-29,2023-10-12,58.0,65.05,0.12155172413793099,listed_alive
Vishnusurya Projects and Infra Limited,2023-09-29,2023-10-10,68.0,76.65,0.12720588235294125,listed_alive
Aditya Birla Finance Limited,2023-09-27,2024-04-24,,,,listed_alive
Valiant Laboratories Limited,2023-09-27,2023-10-06,140.0,170.25,0.21607142857142858,listed_alive
Canarys Automations Limited,2023-09-27,2023-10-11,31.0,41.3,0.33225806451612894,listed_alive
Vinyas Innovative Technologies Limited,2023-09-27,2023-10-06,165.0,346.5,1.1,listed_alive
E Factor Experiences Limited,2023-09-27,2023-10-09,75.0,120.75,0.61,listed_alive
Kontor Space Limited,2023-09-27,2023-10-10,93.0,115.9,0.246236559139785,listed_alive
Oneclick Logistics India Limited,2023-09-27,2023-10-11,99.0,133.0,0.3434343434343434,listed_alive
Goyal Salt Limited,2023-09-26,2023-10-11,38.0,136.1,2.581578947368421,listed_alive
JSW Infrastructure Limited,2023-09-25,2023-10-03,119.0,157.3,0.3218487394957984,listed_alive
Updater Services Limited,2023-09-25,2023-10-04,300.0,283.9,-0.053666666666666744,listed_alive
Inspire Films Limited,2023-09-25,2023-10-05,59.0,67.85,0.1499999999999999,listed_alive
Digikore Studios Limited,2023-09-25,2023-10-04,171.0,283.5,0.6578947368421053,listed_alive
Newjaisa Technologies Limited,2023-09-25,2023-10-05,47.0,70.8,0.5063829787234042,listed_alive
Arabian Petroleum Limited,2023-09-25,2023-10-09,70.0,76.25,0.08928571428571429,listed_alive
Saakshi Medtech and Panels Limited,2023-09-25,2023-10-03,97.0,153.3,0.5804123711340208,listed_alive
Manoj Vaibhav Gems N Jewellers Limited,2023-09-22,2023-10-03,215.0,215.5,0.002325581395348837,listed_alive
HI-Green Carbon Limited,2023-09-21,2023-09-28,75.0,80.85,0.07799999999999993,listed_alive
Mangalam Alloys Limited,2023-09-21,2023-10-04,80.0,76.0,-0.05,listed_alive
Marco Cables and Conductors Limited,2023-09-21,2023-09-28,,40.6,,listed_alive
Signatureglobal (India) Limited,2023-09-20,2023-09-27,385.0,458.55,0.19103896103896106,listed_alive
Sai Silks (Kalamandir) Limited,2023-09-20,2023-09-27,222.0,244.9,0.10315315315315318,listed_alive
Master Components Limited,2023-09-18,2023-09-29,140.0,140.2,0.0014285714285713475,listed_alive
Madhusudan Masala Limited,2023-09-18,2023-09-26,70.0,114.0,0.6285714285714286,listed_alive
Yatra Online Limited,2023-09-15,2023-09-28,142.0,135.9,-0.042957746478873196,listed_alive
Holmarc Opto-Mechatronics Limited,2023-09-15,2023-09-25,40.0,68.5,0.7125,listed_alive
Cellecor Gadgets Limited,2023-09-15,2023-09-28,92.0,96.6,0.04999999999999994,listed_alive
Kody Technolab Limited,2023-09-15,2023-09-27,160.0,178.5,0.115625,listed_alive
SAMHI Hotels Limited,2023-09-14,2023-09-22,126.0,143.4,0.13809523809523813,listed_alive
Zaggle Prepaid Ocean Services Limited,2023-09-14,2023-09-22,164.0,158.35,-0.03445121951219516,listed_alive
R R Kabel Limited,2023-09-13,2023-09-20,1035.0,1198.05,0.15753623188405794,listed_alive
Kundan Edifice Limited,2023-09-12,2023-09-26,91.0,78.75,-0.1346153846153846,listed_alive
Chavda Infra Limited,2023-09-12,2023-09-25,65.0,86.45,0.33000000000000007,listed_alive
EMS Limited,2023-09-08,2023-09-21,211.0,279.9,0.32654028436018945,listed_alive
Jiwanram Sheoduttrai Industries Limited,2023-09-08,2023-09-18,23.0,28.5,0.2391304347826087,listed_alive
Unihealth Consultancy Limited,2023-09-08,2023-09-21,132.0,133.0,0.007575757575757576,listed_alive
Jupiter Life Line Hospitals Limited,2023-09-06,2023-09-18,735.0,1075.75,0.4636054421768708,listed_alive
Indiabulls Housing Finance Limited,2023-09-06,2024-04-09,,965.55,,listed_alive
Ratnaveer Precision Engineering Limited,2023-09-04,2023-09-11,98.0,129.35,0.3198979591836734,listed_alive
Pramara Promotions Limited,2023-09-01,2023-09-13,63.0,116.55,0.85,listed_alive
Basilic Fly Studio Limited,2023-09-01,2023-09-11,97.0,284.55,1.9335051546391753,listed_alive
Saroja Pharma Industries India Limited,2023-08-31,2023-09-13,84.0,68.25,-0.1875,listed_alive
Rishabh Instruments Limited,2023-08-30,2023-09-11,441.0,443.15,0.004875283446711966,listed_alive
C P S Shapers Limited,2023-08-29,2023-09-07,185.0,472.5,1.554054054054054,listed_alive
Mono Pharmacare Limited,2023-08-28,2023-09-07,28.0,30.45,0.08749999999999998,listed_alive
Sahaj Fashions Limited,2023-08-25,2023-09-06,30.0,30.35,0.011666666666666714,listed_alive
CreditAccess Grameen Limited,2023-08-24,2023-09-11,1000.0,999.78,-0.00022000000000002728,listed_alive
Vishnu Prakash R Punglia Limited,2023-08-24,2023-09-05,99.0,145.7,0.4717171717171716,listed_alive
Aeroflex Industries Limited,2023-08-22,2023-08-31,108.0,163.25,0.5115740740740741,listed_alive
Sungarner Energies Limited,2023-08-21,2023-08-31,83.0,262.35,2.160843373493976,listed_alive
Pyramid Technoplast Limited,2023-08-18,2023-08-29,166.0,177.65,0.0701807228915663,listed_alive
Crop Life Science Limited,2023-08-18,2023-08-30,52.0,53.15,0.02211538461538459,listed_alive
TVS Supply Chain Solutions Limited,2023-08-10,2023-08-23,197.0,201.0,0.02030456852791878,listed_alive
Srivari Spices and Foods Limited,2023-08-07,2023-08-18,42.0,106.55,1.5369047619047618,listed_alive
Concord Biotech Limited,2023-08-04,2023-08-18,741.0,942.8,0.2723346828609986,listed_alive
Sangani Hospitals Limited,2023-08-04,2023-08-17,40.0,41.85,0.046250000000000034,listed_alive
Yudiz Solutions Limited,2023-08-04,2023-08-17,165.0,181.4,0.09939393939393942,listed_alive
SBFC Finance Limited,2023-08-03,2023-08-16,57.0,92.2,0.6175438596491228,listed_alive
Vinsys IT Services India Limited,2023-08-01,2023-08-11,128.0,217.6,0.7,listed_alive
Oriana Power Limited,2023-08-01,2023-08-11,118.0,317.1,1.6872881355932206,listed_alive
Cholamandalam Investment and Finance Company Limited,2023-07-28,2026-07-01,,,,listed_alive
Zeal Global Services Limited,2023-07-28,2023-08-09,103.0,154.35,0.4985436893203883,listed_alive
Yatharth Hospital and Trauma Care Services Limited,2023-07-26,2023-08-07,300.0,333.85,0.11283333333333341,listed_alive
Shri Techtex Limited,2023-07-26,2023-08-04,61.0,85.2,0.3967213114754099,listed_alive
Yasons Chemex Care Limited,2023-07-24,2023-08-03,40.0,33.6,-0.15999999999999998,listed_alive
Netweb Technologies India Limited,2023-07-17,2023-07-27,500.0,910.4,0.8208,listed_alive
Service Care Limited,2023-07-14,2023-07-26,67.0,67.55,0.008208955223880555,listed_alive
Utkarsh Small Finance Bank Limited,2023-07-12,2023-07-21,25.0,48.0,0.92,listed_alive
Indiabulls Housing Finance Limited,2023-07-10,2024-04-09,,965.55,,listed_alive
Navi Finserv Limited,2023-07-10,2024-03-18,1000.0,1000.0,0.0,listed_alive
Drone Destination Limited,2023-07-07,2023-07-21,65.0,102.1,0.5707692307692307,listed_alive
Senco Gold Limited,2023-07-04,2023-07-14,317.0,405.3,0.2785488958990537,listed_alive
PKH Ventures Limited - Issue Withdrawn,2023-06-30,,,,,listed_alive
PKH Ventures Limited,2023-06-30,,,,,listed_alive
Synoptics Technologies Limited,2023-06-30,2023-07-13,237.0,226.1,-0.045991561181434625,listed_alive
Tridhya Tech Limited,2023-06-30,2023-07-13,42.0,44.1,0.05000000000000003,listed_alive
Global Pet Industries Limited,2023-06-28,2023-07-10,49.0,52.8,0.07755102040816321,listed_alive
Cyient DLM Limited,2023-06-27,2023-07-10,265.0,420.6,0.5871698113207549,listed_alive
Ideaforge Technology Limited,2023-06-26,2023-07-07,672.0,1294.95,0.9270089285714287,listed_alive
Pentagon Rubber Limited,2023-06-26,2023-07-07,70.0,123.5,0.7642857142857142,listed_alive
Greenchef Appliances Limited,2023-06-23,2023-07-06,87.0,109.2,0.25517241379310346,listed_alive
Essen Speciality Films Limited,2023-06-23,2023-07-06,107.0,147.0,0.37383177570093457,listed_alive
Magson Retail and Distribution Limited,2023-06-23,2023-07-06,65.0,95.7,0.4723076923076924,listed_alive
HMA Agro Industries Limited,2023-06-20,2023-07-04,585.0,585.65,0.0011111111111110723,listed_alive
Aatmaj Healthcare Limited,2023-06-19,2023-06-30,60.0,53.2,-0.11333333333333329,listed_alive
Vilin Bio Med Limited,2023-06-16,2023-06-30,30.0,28.5,-0.05,listed_alive
Cell Point (India) Limited,2023-06-15,2023-06-28,100.0,95.0,-0.05,listed_alive
Urban Enviro Waste Management Limited,2023-06-12,2023-06-22,100.0,148.05,0.4805000000000001,listed_alive
IIFL Finance Limited,2023-06-09,2026-03-13,,,,listed_alive
Spectrum Talent Management Limited,2023-06-09,2023-06-22,173.0,147.25,-0.14884393063583815,listed_alive
IKIO Lighting Limited,2023-06-06,2023-06-16,285.0,403.85,0.4170175438596492,listed_alive
Kore Digital Limited,2023-06-02,2023-06-14,180.0,190.95,0.06083333333333327,listed_alive
Sahana System Limited,2023-05-31,2023-06-12,135.0,171.15,0.26777777777777784,listed_alive
Infollion Research Services Limited,2023-05-29,2023-06-08,82.0,198.55,1.4213414634146342,listed_alive
Proventus Agrocom Limited,2023-05-24,2023-06-05,771.0,862.05,0.11809338521400772,listed_alive
Vasa Denticity Limited,2023-05-23,2023-06-02,128.0,221.55,0.7308593750000001,listed_alive
Crayons Advertising Limited,2023-05-22,2023-06-02,65.0,94.5,0.45384615384615384,listed_alive
Remus Pharmaceuticals Limited,2023-05-17,2023-05-29,1229.0,1796.8,0.4620016273393002,listed_alive
Krishca Strapping Solutions Limited,2023-05-16,2023-05-26,54.0,112.9,1.0907407407407408,listed_alive
Auro Impex & Chemicals Limited,2023-05-11,2023-05-23,78.0,75.7,-0.029487179487179452,listed_alive
Nexus Select Trust,2023-05-09,2023-05-19,100.0,104.29,0.04290000000000006,listed_alive
De Neers Tools Limited,2023-04-28,2023-05-11,101.0,180.5,0.7871287128712872,listed_alive
Cholamandalam Investment and Finance Company Limited,2023-04-25,2026-07-01,,,,listed_alive
Mankind Pharma Limited,2023-04-25,2023-05-09,1080.0,1422.3,0.3169444444444444,listed_alive
Quicktouch Technologies Limited,2023-04-18,2023-05-02,61.0,96.6,0.5836065573770491,listed_alive
A G Universal Limited,2023-04-11,2023-04-24,60.0,60.1,0.0016666666666666904,listed_alive
Pattech Fitwell Tube Components Limited,2023-04-05,2023-04-21,50.0,57.75,0.155,listed_alive
Avalon Technologies Limited,2023-04-03,2023-04-18,436.0,398.0,-0.0871559633027523,listed_alive
Indiabulls Commercial Credit Limited,2023-04-03,2023-04-27,1000.0,913.0,-0.087,listed_alive
Mos Utility Limited,2023-03-31,2023-04-18,76.0,94.5,0.24342105263157895,listed_alive
Infinium Pharmachem Limited,2023-03-31,2023-04-17,135.0,147.8,0.0948148148148149,listed_alive
Sotac Pharmaceuticals Limited,2023-03-29,2023-04-13,111.0,120.75,0.08783783783783784,listed_alive
Udayshivakumar Infra Limited,2023-03-20,2023-04-03,35.0,31.5,-0.1,listed_alive
Nirman Agri Genetics Limited,2023-03-15,2023-03-28,0.99,101.3,101.32323232323233,listed_alive
Quality Foils (India) Limited,2023-03-14,2023-03-24,60.0,97.7,0.6283333333333334,listed_alive
Global Surfaces Limited,2023-03-13,2023-03-23,140.0,171.05,0.22178571428571436,listed_alive
Vels Film International Limited,2023-03-10,2023-03-22,99.0,103.4,0.0444444444444445,listed_alive
MCON Rasayan India Limited,2023-03-06,2023-03-20,40.0,50.4,0.25999999999999995,listed_alive
Indiabulls Housing Finance Limited,2023-03-03,2024-04-09,,965.55,,listed_alive
Vertexplus Technologies Limited,2023-03-02,2023-03-15,96.0,106.05,0.10468749999999998,listed_alive
Systango Technologies Limited,2023-03-02,2023-03-15,90.0,102.9,0.1433333333333334,listed_alive
Divgi TorqTransfer Systems Limited,2023-03-01,2023-03-14,590.0,605.2,0.025762711864406856,listed_alive
Srivasavi Adhesive Tapes Limited,2023-02-23,2023-03-09,41.0,42.0,0.024390243902439025,listed_alive
Viaz Tyres Limited,2023-02-16,2023-03-01,62.0,68.05,0.09758064516129028,listed_alive
Indore Municipal Corporation,2023-02-10,2023-02-21,250.0,251.38,0.0055199999999999815,listed_alive
Agarwal Float Glass India Limited,2023-02-10,2023-02-23,42.0,44.05,0.04880952380952374,listed_alive
Lead Reclaim and Rubber Products Limited,2023-02-09,2023-02-21,25.0,27.65,0.10599999999999994,listed_alive
Shera Energy Limited,2023-02-07,2023-02-17,57.0,67.3,0.18070175438596486,listed_alive
Adani Enterprises Limited-FPO,2023-01-27,,,,,listed_alive
Gayatri Rubbers and Chemicals Limited,2023-01-25,2023-02-07,30.0,36.75,0.225,listed_alive
Aristo Bio-Tech and Lifescience Limited,2023-01-16,2023-01-30,72.0,84.0,0.16666666666666666,listed_alive
InCred Financial Services Limited,2023-01-09,2023-02-06,1000.0,998.2,-0.0017999999999999546,listed_alive
Ducol Organics And Colours Limited,2023-01-09,2023-01-19,78.0,117.5,0.5064102564102564,listed_alive
IIFL Finance Limited,2023-01-06,2026-03-13,,,,listed_alive
Indiabulls Commercial Credit Limited,2023-01-05,2023-04-27,1000.0,913.0,-0.087,listed_alive
Chaman Metallics Limited,2023-01-04,2023-01-16,0.38,,,listed_alive
Sah Polymers Limited,2022-12-30,2023-01-12,65.0,89.25,0.3730769230769231,listed_alive
Anlon Technology Solutions Limited,2022-12-29,2023-01-10,100.0,263.65,1.6364999999999998,listed_alive
Radiant Cash Management Services Limited,2022-12-23,2023-01-04,94.0,104.9,0.1159574468085107,listed_alive
RBM Infracon Limited,2022-12-23,2023-01-04,36.0,55.1,0.5305555555555556,listed_alive
Homesfy Realty Limited,2022-12-21,2023-01-02,197.0,287.95,0.4616751269035532,listed_alive
Moxsh Overseas Educon Limited,2022-12-21,2022-12-30,153.0,127.85,-0.1643790849673203,listed_alive
Elin Electronics Limited,2022-12-20,2022-12-30,247.0,227.65,-0.0783400809716599,listed_alive
KFin Technologies Limited,2022-12-19,2022-12-29,366.0,363.85,-0.005874316939890648,listed_alive
Arihant Academy Limited,2022-12-16,2022-12-29,90.0,126.1,0.40111111111111103,listed_alive
Dollex Agrotech Limited,2022-12-15,2022-12-28,35.0,31.5,-0.1,listed_alive
Uma Converter Limited,2022-12-15,2022-12-29,33.0,33.15,0.004545454545454503,listed_alive
Landmark Cars Limited,2022-12-13,2022-12-23,506.0,458.4,-0.09407114624505933,listed_alive
Abans Holdings Limited,2022-12-12,2022-12-23,270.0,218.4,-0.1911111111111111,listed_alive
Sula Vineyards Limited,2022-12-12,2022-12-22,357.0,331.2,-0.07226890756302524,listed_alive
All E Technologies Limited,2022-12-09,2022-12-21,90.0,131.25,0.4583333333333333,listed_alive
Arham Technologies Limited,2022-12-05,2022-12-15,42.0,63.0,0.5,listed_alive
Indiabulls Housing Finance Limited,2022-12-01,2024-04-09,,965.55,,listed_alive
Uniparts India Limited,2022-11-30,2022-12-12,577.0,539.65,-0.06473136915077994,listed_alive
Dharmaj Crop Guard Limited,2022-11-28,2022-12-08,237.0,266.3,0.12362869198312242,listed_alive
Baheti Recycling Industries Limited,2022-11-28,2022-12-08,45.0,114.0,1.5333333333333334,listed_alive
Pritika Engineering Components Limited,2022-11-25,2022-12-08,29.0,44.3,0.5275862068965517,listed_alive
CreditAccess Grameen Limited,2022-11-14,2023-09-11,1000.0,999.78,-0.00022000000000002728,listed_alive
Keystone Realtors Limited,2022-11-14,2022-11-24,541.0,556.85,0.029297597042513904,listed_alive
Inox Green Energy Services Limited,2022-11-11,2022-11-23,65.0,59.1,-0.09076923076923074,listed_alive
Kaynes Technology India Limited,2022-11-10,2022-11-22,587.0,689.95,0.17538330494037485,listed_alive
Archean Chemical Industries Limited,2022-11-09,2022-11-21,407.0,458.15,0.1256756756756756,listed_alive
FiveStar Business Finance Limited,2022-11-09,2022-11-21,474.0,490.0,0.03375527426160337,listed_alive
Global Health Limited,2022-11-03,2022-11-16,336.0,415.3,0.23601190476190478,listed_alive
Bikaji Foods International Limited,2022-11-03,2022-11-16,300.0,317.45,0.05816666666666663,listed_alive
Fusion Micro Finance Limited,2022-11-02,2022-11-15,368.0,324.8,-0.11739130434782606,listed_alive
Amiable Logistics (India) Limited,2022-11-02,2022-11-16,81.0,136.4,0.6839506172839507,listed_alive
DCX System limited,2022-10-31,,,,,listed_alive
Vital Chemtech Limited,2022-10-31,2026-03-11,46.0,41.5,-0.09782608695652174,listed_alive
Rite Zone Chemcon India Limited,2022-10-31,2022-11-11,75.0,86.95,0.15933333333333338,listed_alive
Integrated Personnel Services Limited,2022-10-31,2022-11-11,59.0,69.8,0.18305084745762706,listed_alive
National Highways Infra Trust,2022-10-17,2022-10-28,400.0,300.01,-0.24997500000000003,listed_alive
Phantom Digital Effects Limited,2022-10-12,2022-10-21,95.0,312.7,2.291578947368421,listed_alive
Tracxn Technologies Limited,2022-10-10,2022-10-20,80.0,93.25,0.165625,listed_alive
Indiabulls Housing Finance Limited,2022-10-07,2024-04-09,,965.55,,listed_alive
Electronics Mart India Limited,2022-10-04,2022-10-17,59.0,84.5,0.4322033898305085,listed_alive
Frog Cellsat Limited,2022-09-29,2022-10-13,102.0,185.8,0.8215686274509805,listed_alive
Swastik Pipe Limited,2022-09-29,2022-10-12,100.0,69.3,-0.30700000000000005,listed_alive
Lloyds Luxuries Limited,2022-09-28,2022-10-11,40.0,42.9,0.07249999999999997,listed_alive
Cyber Media Research & Services Limited,2022-09-27,2022-10-10,180.0,257.5,0.4305555555555556,listed_alive
QMS Medical Allied Services Limited,2022-09-27,2026-06-18,96.0,101.75,0.059895833333333336,listed_alive
Kandarp Digi Smart BPO Limited,2022-09-16,2022-09-28,30.0,28.5,-0.05,listed_alive
Maks Energy Solutions India Limited,2022-09-16,2022-09-28,20.0,21.0,0.05,listed_alive
Varanium Cloud Limited,2022-09-16,2023-10-20,61.5,93.8,0.5252032520325203,listed_alive
Annapurna Swadisht Limited,2022-09-15,2022-09-27,70.0,126.0,0.8,listed_alive
Harsha Engineers International Limited,2022-09-14,2022-09-26,330.0,486.5,0.47424242424242424,listed_alive
Tapi Fruit Processing Limited,2022-09-12,2022-09-22,48.0,54.7,0.1395833333333334,listed_alive
Ishan International Limited,2022-09-09,2022-09-22,80.0,82.8,0.03499999999999996,listed_alive
